CarCount,BikeCount,BusCount,TruckCount,Total
138,85,112,134,469
10,103,112,32,257
24,81,135,103,343
53,57,117,98,325
150,111,30,42,333
133,46,51,32,262
150,87,146,131,514
73,116,55,95,339
91,90,150,97,428
44,150,83,78,355
26,131,127,12,296
141,60,8,57,266
56,64,79,22,221
2,110,116,125,353
30,147,56,81,314
114,150,117,14,395
93,110,28,39,270
27,149,50,31,257
19,5,149,107,280
27,88,46,79,240
105,26,12,48,191
22,17,65,38,142
66,128,114,90,398
120,84,73,132,409
31,11,71,136,249
121,93,62,40,316
11,145,42,121,319
150,52,93,92,387
26,19,67,138,250
36,119,28,59,242
77,65,72,32,246
127,40,6,31,204
114,97,13,108,332
119,37,134,86,376
135,61,5,20,221
26,23,126,42,217
109,2,46,61,218
115,120,84,143,462
41,94,101,21,257
90,35,64,108,297
69,4,73,43,189
148,27,45,55,275
17,49,100,54,220
19,75,149,91,334
112,129,21,137,399
139,23,113,72,347
45,64,2,22,133
33,58,44,66,201
55,58,120,73,306
63,53,124,133,373
1,123,85,30,239
135,61,98,129,423
115,119,66,108,408
86,117,144,10,357
33,45,72,149,299
26,67,34,93,220
143,72,61,52,328
1,82,133,53,269
86,21,130,92,329
74,48,131,9,262
141,9,62,31,243
50,140,19,16,225
138,114,98,12,362
60,42,39,91,232
48,79,18,4,149
3,93,83,75,254
21,149,30,90,290
57,59,12,63,191
98,56,64,28,246
76,143,75,81,375
10,7,104,26,147
128,134,14,1,277
126,16,32,35,209
79,18,43,28,168
137,88,35,121,381
142,141,113,41,437
52,142,84,67,345
80,129,113,58,380
10,96,114,42,262
139,51,39,86,315
88,118,130,35,371
60,143,59,20,282
29,97,46,31,203
40,123,93,16,272
78,124,132,83,417
52,144,3,39,238
140,139,48,140,467
40,73,129,24,266
49,18,84,111,262
17,54,10,54,135
146,79,69,91,385
150,103,134,86,473
55,69,67,53,244
93,34,69,34,230
128,21,17,50,216
53,80,66,67,266
13,68,94,92,267
140,26,100,63,329
69,60,23,27,179
40,139,75,134,388
52,49,123,43,267
47,8,65,102,222
34,98,91,73,296
107,47,126,93,373
104,23,101,10,238
26,70,112,115,323
139,33,43,1,216
41,17,101,82,241
21,49,95,19,184
76,12,105,2,195
134,106,49,126,415
11,35,80,33,159
73,124,73,38,308
25,37,12,83,157
86,93,30,79,288
31,94,140,106,371
103,131,137,96,467
140,101,1,135,377
147,90,10,26,273
27,44,109,92,272
89,28,2,79,198
40,71,61,83,255
87,8,8,66,169
25,33,112,102,272
65,130,38,91,324
48,113,113,142,416
131,55,134,81,401
56,24,19,97,196
62,100,140,51,353
32,34,77,90,233
81,74,61,17,233
77,12,65,30,184
129,64,77,14,284
73,103,81,88,345
45,135,17,79,276
42,75,145,23,285
101,46,46,87,280
56,39,58,117,270
139,9,41,72,261
13,52,24,3,92
141,68,79,10,298
88,123,35,33,279
97,134,36,82,349
108,34,1,50,193
101,142,47,145,435
135,71,41,11,258
9,112,118,145,384
9,140,54,9,212
12,83,64,54,213
89,48,123,54,314
141,45,88,150,424
92,89,51,99,331
44,107,53,48,252
18,3,113,3,137
34,78,13,140,265
131,7,11,132,281
61,30,53,86,230
102,15,125,40,282
97,95,147,78,417
10,111,4,91,216
45,51,140,40,276
103,34,71,78,286
107,103,81,122,413
102,117,35,124,378
41,19,30,15,105
119,47,122,68,356
135,50,77,64,326
56,82,81,80,299
137,24,27,108,296
102,134,69,49,354
60,114,142,92,408
53,135,30,50,268
55,20,112,14,201
146,128,102,62,438
25,111,42,59,237
7,53,106,17,183
145,60,106,97,408
144,118,92,90,444
56,64,12,29,161
134,121,52,128,435
71,81,129,28,309
68,105,50,88,311
138,3,57,102,300
98,6,1,62,167
59,54,48,54,215
133,82,140,17,372
110,6,123,89,328
79,61,88,56,284
83,116,33,20,252
72,136,100,9,317
150,56,107,9,322
143,57,10,30,240
128,78,66,65,337
14,20,54,132,220
118,5,116,131,370
14,9,149,125,297
80,17,42,25,164
30,48,59,58,195
95,19,57,94,265
150,146,21,67,384
117,62,127,110,416
126,106,146,75,453
111,81,140,1,333
42,44,124,32,242
40,111,9,48,208
91,122,101,32,346
42,65,6,86,199
41,79,14,65,199
28,112,81,67,288
120,126,49,38,333
96,146,129,1,372
12,56,52,110,230
92,25,30,115,262
119,18,97,37,271
92,6,75,18,191
140,67,119,105,431
37,104,82,117,340
121,77,28,119,345
65,38,126,108,337
24,109,112,45,290
43,72,138,2,255
49,114,43,69,275
36,45,109,125,315
117,102,79,82,380
82,69,121,47,319
11,53,49,4,117
8,79,13,97,197
30,93,149,27,299
30,3,32,85,150
109,70,70,87,336
143,93,146,112,494
64,69,149,75,357
138,26,23,17,204
100,93,66,54,313
113,64,134,64,375
102,54,13,87,256
123,62,26,107,318
73,134,121,112,440
42,122,101,103,368
35,23,54,114,226
150,83,75,117,425
55,53,138,137,383
49,107,25,150,331
33,31,142,96,302
29,79,121,22,251
84,120,7,51,262
85,11,50,51,197
10,49,10,144,213
67,133,5,76,281
141,81,84,45,351
21,54,39,143,257
76,1,67,28,172
147,106,106,127,486
88,7,18,15,128
3,111,127,145,386
31,70,95,24,220
70,112,114,60,356
88,142,23,140,393
139,3,103,2,247
134,111,145,3,393
136,102,82,30,350
72,83,72,135,362
111,137,59,117,424
131,4,37,8,180
139,53,118,46,356
89,59,14,116,278
7,41,63,81,192
99,96,109,141,445
53,116,57,85,311
25,89,102,120,336
33,142,39,5,219
69,34,146,116,365
121,139,146,137,543
143,100,40,67,350
131,46,96,142,415
30,25,125,28,208
18,27,82,37,164
14,14,99,27,154
69,137,51,111,368
105,21,11,131,268
51,41,136,57,285
32,22,17,76,147
97,11,73,40,221
102,100,121,131,454
94,69,138,122,423
43,2,2,83,130
6,7,115,71,199
17,38,128,126,309
70,79,8,130,287
70,125,4,146,345
103,84,120,99,406
80,31,93,50,254
84,120,8,133,345
7,146,30,144,327
100,101,133,133,467
116,72,44,51,283
119,98,65,117,399
74,145,24,105,348
31,57,104,39,231
9,117,78,2,206
34,76,9,75,194
87,94,150,27,358
137,141,14,59,351
33,86,14,120,253
13,71,50,81,215
99,133,9,91,332
115,97,112,7,331
68,117,42,73,300
28,37,82,54,201
113,45,62,21,241
36,37,19,55,147
128,28,51,103,310
61,23,115,29,228
19,81,50,138,288
89,106,122,53,370
28,39,32,56,155
39,28,139,98,304
116,38,134,98,386
87,3,66,119,275
100,70,105,55,330
75,136,87,145,443
113,83,67,124,387
25,7,105,146,283
21,56,139,43,259
112,41,130,133,416
80,94,123,38,335
58,140,126,32,356
110,90,56,69,325
89,41,62,33,225
12,53,24,59,148
21,80,19,113,233
25,93,120,124,362
25,98,3,97,223
6,49,125,2,182
83,150,8,22,263
15,3,9,66,93
53,84,23,24,184
53,136,37,112,338
124,61,52,35,272
119,129,123,52,423
42,148,112,58,360
65,2,117,48,232
8,40,92,30,170
125,25,125,116,391
86,140,94,95,415
44,74,126,54,298
33,46,137,86,302
71,141,38,13,263
30,72,140,31,273
145,21,52,144,362
99,52,134,125,410
33,32,47,148,260
63,139,130,105,437
50,7,84,90,231
143,122,77,13,355
26,6,81,53,166
124,29,136,108,397
41,108,83,61,293
64,145,3,48,260
12,119,44,104,279
35,36,80,142,293
18,84,93,98,293
84,132,39,80,335
20,4,47,116,187
28,50,30,29,137
110,77,32,132,351
43,95,119,88,345
102,136,88,9,335
14,5,36,149,204
36,29,106,73,244
117,145,114,117,493
134,36,48,128,346
12,131,124,107,374
51,83,41,76,251
6,48,53,135,242
4,98,115,110,327
73,56,90,133,352
103,143,116,129,491
109,20,14,45,188
48,113,21,124,306
100,145,46,14,305
125,120,144,23,412
119,80,75,23,297
95,60,99,81,335
137,77,96,88,398
1,37,14,91,143
113,101,85,128,427
26,140,91,70,327
138,96,136,19,389
24,55,138,112,329
101,7,106,130,344
4,109,125,140,378
131,17,106,93,347
95,49,67,138,349
28,96,65,131,320
35,8,136,36,215
11,32,125,148,316
32,50,90,13,185
104,43,118,10,275
40,1,31,49,121
107,83,145,42,377
130,43,132,15,320
64,139,72,104,379
96,8,44,78,226
100,8,36,144,288
21,106,106,144,377
129,143,97,19,388
109,149,103,23,384
57,102,72,51,282
98,128,80,35,341
49,133,16,44,242
48,56,47,28,179
68,31,27,73,199
96,10,104,82,292
53,23,149,58,283
75,93,100,21,289
74,89,13,34,210
44,3,43,99,189
86,141,30,21,278
95,55,62,51,263
18,63,48,81,210
108,48,141,19,316
133,16,139,60,348
2,76,79,47,204
64,72,130,148,414
112,100,26,79,317
43,85,17,48,193
2,136,87,32,257
107,140,95,120,462
52,116,20,90,278
59,105,117,15,296
131,59,56,143,389
82,96,5,148,331
134,53,10,125,322
13,104,45,121,283
92,86,95,79,352
18,125,10,129,282
56,115,74,146,391
34,36,34,49,153
78,61,100,1,240
22,42,126,51,241
98,137,13,68,316
144,106,133,55,438
93,108,77,108,386
58,140,43,138,379
92,83,137,91,403
47,3,108,17,175
96,48,94,84,322
123,9,15,1,148
129,49,105,22,305
44,19,67,115,245
123,29,123,48,323
136,134,88,112,470
118,93,95,67,373
106,13,102,57,278
111,82,28,55,276
38,51,126,32,247
74,1,29,71,175
84,131,15,24,254
28,101,18,16,163
8,111,18,7,144
40,125,134,19,318
98,6,124,28,256
39,119,31,132,321
91,21,64,105,281
50,28,25,48,151
81,72,43,147,343
124,35,49,64,272
150,117,84,68,419
123,79,100,120,422
87,83,132,38,340
30,123,143,132,428
121,76,16,14,227
137,7,78,25,247
114,112,107,120,453
12,73,62,114,261
68,40,31,50,189
87,2,134,67,290
17,148,83,92,340
94,27,10,115,246
41,94,115,129,379
35,104,69,16,224
149,134,92,104,479
133,90,95,115,433
21,6,67,51,145
116,43,25,67,251
92,94,77,105,368
135,60,94,126,415
59,97,144,94,394
105,56,90,103,354
71,36,63,29,199
120,69,33,79,301
87,68,139,27,321
44,103,135,57,339
100,65,59,48,272
129,20,139,55,343
44,120,76,18,258
25,73,10,147,255
9,63,121,15,208
115,39,79,16,249
110,89,141,106,446
12,99,18,13,142
92,110,5,95,302
72,35,14,73,194
111,50,136,100,397
73,45,130,133,381
108,43,78,36,265
121,45,86,31,283
146,84,85,38,353
98,72,55,123,348
109,2,73,3,187
56,58,25,148,287
49,150,71,132,402
77,72,75,132,356
84,62,124,104,374
68,81,130,113,392
19,82,143,75,319
150,72,78,78,378
25,147,139,128,439
102,99,97,13,311
41,44,148,33,266
15,15,45,104,179
35,112,8,12,167
100,135,82,53,370
95,111,37,44,287
140,65,29,31,265
20,60,32,65,177
30,102,139,31,302
140,91,30,4,265
144,146,60,8,358
42,11,19,139,211
66,81,11,93,251
75,57,7,148,287
58,25,129,147,359
79,30,124,47,280
21,114,106,11,252
142,87,83,147,459
128,86,86,100,400
35,143,112,2,292
142,31,97,90,360
40,120,14,15,189
147,103,90,86,426
48,62,97,8,215
148,59,84,130,421
12,72,66,90,240
150,96,111,128,485
15,61,115,122,313
146,51,134,133,464
82,125,63,5,275
149,43,10,135,337
39,95,20,90,244
36,23,117,16,192
86,122,148,90,446
102,135,71,33,341
131,50,35,95,311
138,83,25,33,279
8,54,26,92,180
107,137,48,16,308
89,71,115,114,389
57,54,10,68,189
118,96,117,118,449
91,70,128,62,351
119,135,134,142,530
133,144,9,60,346
21,96,114,95,326
1,21,109,136,267
50,87,97,70,304
148,31,140,61,380
114,142,72,13,341
133,97,150,57,437
62,98,74,145,379
108,130,105,124,467
45,90,103,32,270
2,45,26,81,154
64,57,108,10,239
68,61,114,36,279
4,37,130,129,300
50,92,12,48,202
118,6,62,71,257
63,53,127,72,315
37,76,79,112,304
131,26,38,132,327
92,144,149,149,534
72,125,106,109,412
44,76,11,5,136
60,25,99,141,325
103,28,33,60,224
99,143,94,64,400
140,21,126,122,409
104,79,52,91,326
30,106,25,82,243
6,88,81,68,243
145,127,136,113,521
76,41,48,92,257
17,87,25,19,148
116,123,96,131,466
110,110,84,129,433
138,144,67,39,388
64,56,22,72,214
134,60,77,72,343
3,128,84,116,331
108,134,84,43,369
51,58,4,13,126
99,28,102,63,292
12,94,58,73,237
141,100,31,105,377
50,57,96,65,268
37,112,58,142,349
133,130,29,145,437
94,80,54,62,290
21,135,72,83,311
147,135,62,106,450
84,106,23,23,236
47,107,38,17,209
33,63,60,117,273
2,84,83,96,265
107,119,145,74,445
58,6,127,72,263
91,114,60,131,396
45,147,145,145,482
89,68,82,105,344
146,13,66,30,255
28,70,2,48,148
68,135,99,64,366
47,124,26,23,220
20,148,52,118,338
146,39,17,145,347
50,75,137,113,375
50,143,55,136,384
86,83,37,22,228
18,148,141,29,336
28,83,131,105,347
150,70,118,65,403
51,106,7,147,311
66,124,107,19,316
138,83,81,69,371
98,118,88,144,448
127,78,28,89,322
127,70,93,48,338
90,106,141,51,388
66,116,21,29,232
102,87,36,40,265
29,93,42,88,252
56,47,140,92,335
70,123,87,75,355
44,101,99,27,271
67,29,77,127,300
144,4,35,141,324
48,142,102,46,338
129,8,133,56,326
71,122,144,28,365
11,63,102,128,304
136,7,150,135,428
139,43,68,91,341
42,140,14,107,303
117,115,124,123,479
111,103,69,77,360
56,54,14,62,186
64,142,85,96,387
104,35,40,14,193
51,82,130,21,284
106,147,96,142,491
136,102,119,86,443
109,104,134,143,490
140,74,109,146,469
47,132,149,135,463
128,43,2,142,315
57,147,113,48,365
79,8,123,21,231
125,92,86,144,447
25,68,76,131,300
138,128,126,3,395
145,131,107,1,384
66,41,134,110,351
104,77,44,99,324
46,66,126,96,334
91,116,112,50,369
85,14,141,50,290
123,140,4,91,358
82,26,150,4,262
34,116,150,149,449
92,49,136,76,353
89,118,87,50,344
14,16,85,89,204
36,84,110,4,234
56,114,11,47,228
65,7,27,111,210
68,15,13,133,229
28,57,74,120,279
37,83,95,113,328
132,105,86,35,358
42,79,62,150,333
93,119,132,70,414
92,88,4,58,242
4,27,65,56,152
64,16,15,19,114
45,143,142,55,385
38,55,22,66,181
19,65,88,85,257
84,76,72,73,305
77,120,120,13,330
112,9,111,118,350
141,15,102,46,304
3,126,68,51,248
110,112,75,144,441
101,89,76,140,406
106,57,130,97,390
116,114,28,120,378
79,89,84,108,360
110,66,99,84,359
5,67,24,51,147
34,138,130,110,412
149,131,44,53,377
56,133,34,32,255
88,47,66,42,243
136,19,137,87,379
10,7,34,38,89
34,8,39,147,228
106,10,131,137,384
56,71,58,60,245
6,143,73,32,254
26,63,137,99,325
9,35,103,74,221
84,92,15,103,294
121,142,105,145,513
26,128,61,137,352
78,58,108,87,331
1,9,39,29,78
47,119,85,142,393
41,112,71,150,374
104,121,102,27,354
39,97,39,2,177
104,126,51,6,287
11,100,5,134,250
73,1,100,6,180
47,121,114,33,315
64,72,80,125,341
27,5,134,5,171
116,144,35,31,326
106,131,63,136,436
96,39,112,76,323
29,12,82,17,140
5,37,70,138,250
91,102,74,92,359
142,19,142,56,359
139,22,24,120,305
92,30,129,131,382
14,32,100,67,213
46,42,127,56,271
14,60,28,11,113
114,87,53,2,256
107,60,40,106,313
78,112,72,36,298
2,143,2,7,154
76,70,65,2,213
20,133,111,44,308
96,67,50,91,304
100,140,56,115,411
108,116,102,77,403
116,105,131,1,353
32,46,56,145,279
56,63,130,130,379
31,68,69,48,216
56,54,118,3,231
144,49,142,29,364
81,43,29,134,287
133,143,40,137,453
110,53,54,45,262
144,128,15,70,357
104,59,118,99,380
42,93,84,12,231
88,106,78,99,371
83,65,52,124,324
53,95,147,145,440
53,139,70,118,380
6,46,32,124,208
70,1,19,122,212
138,88,52,71,349
68,98,45,34,245
62,117,75,139,393
113,13,150,100,376
62,126,8,98,294
34,149,46,51,280
136,21,93,62,312
122,65,56,85,328
43,43,136,86,308
98,118,76,85,377
24,3,14,61,102
10,142,33,50,235
93,18,117,79,307
140,41,33,116,330
40,51,147,104,342
103,128,3,22,256
41,138,115,46,340
150,100,115,135,500
95,94,109,41,339
31,71,138,70,310
41,50,83,29,203
30,67,61,138,296
95,146,3,92,336
88,67,149,135,439
46,29,30,112,217
120,132,117,71,440
129,3,116,144,392
89,57,16,109,271
129,106,106,26,367
40,36,133,94,303
54,121,27,56,258
138,66,116,100,420
75,93,10,138,316
82,43,104,88,317
146,25,81,112,364
80,5,12,142,239
131,71,6,128,336
65,18,75,16,174
23,71,61,24,179
8,64,72,14,158
56,49,59,9,173
41,3,130,42,216
29,28,128,9,194
131,84,96,115,426
4,87,109,41,241
102,4,87,87,280
39,25,7,26,97
17,16,135,99,267
45,103,5,123,276
16,97,138,58,309
82,103,15,23,223
77,114,125,84,400
97,12,38,127,274
30,123,110,42,305
41,136,51,47,275
44,48,69,135,296
87,54,86,12,239
91,17,59,20,187
7,89,10,126,232
101,76,8,25,210
136,39,89,132,396
45,99,40,46,230
93,73,41,22,229
13,48,7,47,115
110,40,108,20,278
22,83,82,15,202
150,126,68,5,349
143,137,105,63,448
150,63,117,138,468
7,72,3,133,215
15,85,42,59,201
117,96,58,82,353
49,96,85,144,374
29,79,116,51,275
85,135,46,48,314
71,45,91,139,346
117,36,26,120,299
10,28,68,60,166
124,124,31,111,390
89,36,80,67,272
71,109,7,130,317
37,145,54,64,300
40,121,2,116,279
128,66,133,75,402
1,2,86,87,176
66,137,54,55,312
2,108,135,130,375
74,74,62,27,237
5,84,141,34,264
106,141,23,60,330
107,86,134,146,473
74,32,59,60,225
23,3,129,37,192
72,130,18,20,240
44,53,49,148,294
142,138,140,84,504
132,108,11,17,268
43,30,44,31,148
48,135,60,99,342
74,2,62,119,257
142,141,124,95,502
29,71,139,75,314
31,112,110,90,343
17,115,77,32,241
14,134,68,63,279
3,5,40,10,58
135,104,1,30,270
3,119,105,39,266
50,31,69,2,152
42,87,111,44,284
98,52,142,59,351
59,136,65,90,350
67,79,27,116,289
68,111,112,100,391
128,47,6,44,225
56,12,139,102,309
91,129,7,31,258
107,30,22,1,160
39,28,34,105,206
83,34,12,51,180
138,111,75,33,357
119,29,17,53,218
132,143,110,146,531
16,57,45,137,255
95,96,47,100,338
9,9,40,66,124
79,26,27,20,152
110,67,83,95,355
147,111,87,106,451
100,20,120,128,368
47,107,3,114,271
51,93,76,15,235
92,50,48,89,279
25,75,31,88,219
127,31,113,99,370
16,75,104,131,326
41,18,48,37,144
74,87,150,18,329
45,126,45,3,219
52,2,54,30,138
8,75,22,136,241
130,40,9,102,281
98,123,114,149,484
103,58,23,44,228
92,47,16,75,230
47,41,110,1,199
103,112,48,105,368
119,122,77,135,453
72,119,106,94,391
50,80,57,14,201
17,38,85,147,287
104,84,5,95,288
143,65,48,126,382
42,17,102,66,227
25,135,95,61,316
80,18,20,76,194
31,113,131,11,286
5,108,1,66,180
15,146,39,150,350
18,26,82,146,272
49,76,78,16,219
88,19,108,3,218
105,130,69,91,395
124,6,33,113,276
108,146,59,62,375
95,120,137,102,454
45,81,68,6,200
102,99,111,30,342
6,64,100,79,249
1,22,1,63,87
61,130,5,3,199
8,148,9,26,191
41,97,17,3,158
125,134,116,65,440
136,68,67,110,381
11,37,68,150,266
54,2,127,24,207
87,109,48,9,253
131,127,125,55,438
22,121,43,38,224
45,54,16,59,174
127,72,83,62,344
11,108,72,60,251
118,147,64,13,342
26,22,65,142,255
150,29,119,140,438
123,111,130,10,374
91,28,73,101,293
150,97,115,88,450
8,101,88,49,246
21,35,43,59,158
91,19,91,147,348
100,30,85,137,352
59,33,36,149,277
134,108,14,101,357
100,18,93,108,319
95,95,113,100,403
100,101,76,60,337
68,12,104,46,230
126,96,140,29,391
81,89,6,84,260
136,120,20,12,288
32,25,71,120,248
1,145,77,109,332
31,140,66,41,278
105,46,142,42,335
116,114,23,4,257
58,108,89,103,358
130,30,55,61,276
35,92,135,109,371
128,114,11,7,260
134,123,77,67,401
86,9,116,12,223
51,23,18,104,196
77,77,63,117,334
54,57,144,11,266
79,2,66,2,149
51,102,11,46,210
12,59,95,104,270
57,113,136,65,371
102,128,87,68,385
41,28,18,131,218
47,20,126,74,267
16,39,21,101,177
80,62,124,33,299
119,2,22,105,248
90,18,143,16,267
118,88,9,36,251
82,11,30,91,214
100,88,47,94,329
25,72,138,12,247
31,63,132,65,291
6,107,36,131,280
57,52,2,95,206
102,28,39,116,285
129,81,106,53,369
148,65,130,135,478
4,141,147,139,431
108,150,71,114,443
33,149,24,63,269
115,19,8,97,239
137,35,46,14,232
80,52,4,123,259
117,4,56,134,311
36,76,109,129,350
58,105,34,97,294
79,1,64,82,226
57,1,123,91,272
100,52,137,125,414
68,18,46,18,150
23,81,16,142,262
43,79,86,5,213
91,104,83,87,365
91,80,122,93,386
105,85,56,143,389
128,6,138,130,402
100,78,1,111,290
31,56,92,60,239
9,31,123,14,177
61,113,139,88,401
87,71,85,141,384
107,74,55,64,300
9,113,145,123,390
138,14,19,144,315
108,141,97,40,386
150,67,18,68,303
140,86,122,74,422
23,145,49,109,326
15,88,28,121,252
1,34,142,75,252
107,38,1,38,184
70,135,113,81,399
97,94,130,44,365
73,132,107,14,326
15,125,144,131,415
109,54,2,123,288
144,15,38,38,235
23,99,32,144,298
138,76,135,67,416
93,112,106,101,412
38,118,28,134,318
43,94,32,56,225
136,16,81,105,338
78,106,40,12,236
134,2,21,112,269
101,101,50,120,372
27,103,84,39,253
123,65,61,133,382
25,102,86,73,286
1,93,115,34,243
146,34,45,22,247
84,148,145,88,465
118,92,79,103,392
94,73,101,35,303
127,126,102,36,391
29,9,102,61,201
59,100,87,95,341
61,48,148,93,350
91,137,55,134,417
23,86,25,107,241
123,127,2,74,326
75,129,111,110,425
119,14,83,145,361
40,58,139,60,297
125,97,5,124,351
32,65,90,78,265
101,29,107,111,348
144,72,8,54,278
3,46,91,14,154
66,128,46,55,295
90,78,54,137,359
143,142,78,22,385
